speed,force
10.792543549932166,498.18521273646564
12.22097078480834,490.61138955452253
13.765171247578376,482.3534637494573
15.309371710348415,473.5899506502044
16.85357217311845,464.15232115870134
18.397772635888487,453.8720461768854
19.941973098658522,443.3982158236992
21.486173561428558,433.5013346148228
23.030374024198597,421.4085480411348
24.574574486968633,407.82147013129213
26.11877494973867,395.01325867853774
27.662975412508704,381.6151953825647
29.20717587527874,367.6272802433727
30.751376338048775,353.17591008450853
32.29557680081881,338.0504235333941
33.83977726358884,322.5457465116391
35.38397772635888,306.661879019243
36.928178189128914,290.27242423265966
38.47237865189895,273.2088530538259
40.016579114668986,255.8924882278983
41.19311280058902,242.63997278934278
